"fact","meta__relevant_articles__001","meta__relevant_articles__002","meta__relevant_articles__003","meta__relevant_articles__004","meta__accusation__001","meta__accusation__002","meta__accusation__003","meta__punish_of_money","meta__criminals__-","meta__term_of_imprisonment__death_penalty","meta__term_of_imprisonment__imprisonment","meta__term_of_imprisonment__life_imprisonment"
"经审理查明，2016年3月10日20时许，在肥城市汶阳镇吴店村孔某家门外，被告人孔某与被害人孟某乙因琐事发生争执，继而相互厮打。期间，被告人孔某用木棍将孟某乙肋部打伤，致其左侧第七、第九肋骨骨折。经鉴定，孟某乙的损伤构成轻伤二级。案发后，被告人孔某在民警电话传唤后，主动投案，并如实供述了其犯罪事实，系自首。附带民事诉讼部分，被告人孔某与附带民事诉讼原告人孟某乙达成了民事调解协议，并已支付了赔偿款，取得了被害人的谅解，被害人孟某乙向本院申请撤回民事起诉，本院已裁定准许。上述事实，被告人孔某在开庭审理过程中亦无异议，且有被害人孟某乙的陈述，物证棍子一根，证人杨某、张某、孟某甲的证言，肥城市公安局（肥）公（刑）鉴（伤）字[2016]182号法医学人体损伤程度鉴定书，孟某乙被打后的照片、就诊的CT片照片，肥城市公安局受理案件登记表，发、破案经过，调解协议书，谅解书，撤诉申请书，被告人孔某的户籍证明等证据证实，足以认定。","234","","","","故意伤害","","","0","孔某","False","12","False"
"公诉机关指控：2015年5月2日23时许，被告人洪某在龙海市海澄镇城隍庙旁的“××”烧烤店门口因白天干活之事与蔡某己发生口角并打架。行为中，被告人洪某持铁椅打中蔡某己的额头致其受伤。经鉴定，蔡某己的伤情构成轻伤二级。案发后，被告人洪某于2015年7月8日到龙海市公安局海澄派出所投案。针对以上指控，公诉机关提供的证据有被害人的陈述、证人证言、现场勘某提请本院依照《中华人民共和国刑法》××××的规定，以××罪追究被告人洪某的刑事责任，认定被告人洪某有自首的情节，建议对被告人洪某在××至一年的幅度内处罚。","234","","","","故意伤害","","","0","洪某","False","8","False"
"漳州市芗城区人民检察院指控：2015年8月13日11时许，被告人许某乘坐郑某驾驶的汽车在芗城区上街中石化加油站路段准备停车时，险些撞到骑电动车停靠在路边的庄某，随后庄某、陈某与被告人许某引发口角并产生肢体冲突，二人均被被告人许某殴打致伤。经鉴定，被害人庄某损伤程度属轻微伤，被害人陈某损伤程度属轻伤一级。2015年9月18日，被告人许某主动向公安机关投案。应以××罪追究被告人许某刑事责任，建议在××至一年六个月幅度内对被告人许某量刑。","234","","","","故意伤害","","","0","许某","False","12","False"
"山东省临清市人民检察院指控，一、××罪汪1某成和许某3因安装卷帘门费用问题发生矛盾，2014年1月27日7时许，汪1某成组织、带领代某、毕某、孙某、丛某及被告人王4某持刀、枪闯入许某3家中，将其全身多处打伤，经鉴定，许某3右腿部伤情为重伤二级，头部伤情为轻伤二级。二、××罪汪1某成与吴某2因有矛盾，2014年4月14日19时许，汪1某成组织、指使汪2某、徐某、毕某、代某及被告人王4某持斧头将吴某2停放在家门口的轿车一部砸毁，经鉴定，损失价值为5390元。三、抢劫罪汪1某成因与张某有矛盾，2014年6月9日，组织、带领毕某、代某及被告人王4某驾车将张某带至本市青年路街道办事处兴隆庄南的“临清鑫兴银杏大观园林场”西北角一水库西侧树林内，以挑断其手脚大筋相威胁，索要现金10万元，张某被迫打电话安排其表弟汪某1将2万元打至汪1某成指定的汪2某账户内，并给汪1某成出具了欠8万元轴承款的欠条一张。就上述指控，公诉机关当庭宣读并出示了书证，证人证言，被害人陈述，被告人供述，鉴定意见，现场勘验记录、现场方位图及现场照片等证据。公诉机关认为，被告人王4某伙同他人××他人身体并致人重伤，随意损毁他人财物，情节严重，以暴力胁迫手段抢劫他人财物，其行为已分别构成××罪、××罪和抢劫罪。请求依照《中华人民共和国刑法》××，××，××之规定处罚。","239","293","234","","故意伤害","绑架","寻衅滋事","0","王4某","False","156","False"
"经审理查明：2015年12月18日17时许，被告人尹某某与被害人吴某某在个旧市贾沙乡陡岩村委会陡岩一队村民尹某甲家中喝酒，双方酒后因琐事相互扭打，被告人尹某某用饭桌上的陶瓷碗将被害人吴某某打伤。被害人吴某某的伤情经元阳县人民医院医生诊断为：1、左侧颜面部、左眼眶皮肤软组织裂伤；2、失血性休克。其身体损伤程度经个旧市公安司法鉴定中心、红河州公安司法鉴定中心法医两次鉴定，鉴定意见均为：重伤二级。被告人尹某某于2016年1月21日14时许，经公安机关传唤到案。上述事实，被告人尹某某在开庭过程中亦无异议，并有受案登记表，立案决定书，到案经过，被害人吴某某的陈述，证人毛某某、吴某某、周某某、尹某甲的证言，（个）公（伤）鉴（法）字[2016]03号法医学人体损伤程度鉴定书，（红）公（司）鉴（伤）字[2016]009号法医学人体损伤程度鉴定书，鉴定意见通知书，现场辨认笔录及照片，（2006）个刑初字第28号刑事判决书，情况说明，户口证明等证据证实，足以认定。","234","","","","故意伤害","","","0","尹某某","False","36","False"
"公诉机关指控：2015年9月29日16时40分许，被告人孔某甲与孔某乙二人骑车途经双江自治县勐勐镇王某车行路口时，因被害人何某骑车未打转向灯而发生口角，随后发生厮打，在厮打过程中孔某甲在旁边一建材店门口拿了一根长1米，直径为7.5厘米的钢管，击打何某的头部以及肋部，致使何某左侧第8、9肋骨骨折及右侧肩峰撕裂性骨折，二人骑车逃离现场。经鉴定，何某此次损伤属轻伤二级。2016年1月22日11时许，被告人孔某甲主动到双江自治县公安局勐勐中心派出所投案自首。公诉机关据此认为被告人孔某甲的行为已构成××罪，提请本院依照《中华人民共和国刑法》××的规定对被告人孔某甲定罪处罚，并提供了相关证据。在量刑审理过程中，公诉机关提供了书面量刑建议，建议以××罪判处被告人孔某甲××至一年。被告人孔某甲对量刑建议没有异议。","234","","","","故意伤害","","","0","孔某甲","False","6","False"
"山西省汾阳市人民检察院指控，2014年9月8日在被告人段某甲院内，村民郭某甲因琐事同段某乙、段某丙（均行政处罚）相互厮打，村民郭某乙得知后，赶至同被告人厮打。被告人段某甲用拳头、酒瓶殴打郭某乙，致肩部及头部受伤。经汾阳市公安司法鉴定中心鉴定，郭某乙肩部损伤评定为轻伤二级，头部损伤评定为轻微伤。公诉机关就指控的上述事实向法庭出示了相关证据，公诉机关认为被告人段某甲的行为已触犯《中华人民共和国刑法》××××之规定，构成××罪，提请本院依法惩处。","234","","","","故意伤害","","","0","段某甲","False","6","False"
"迭部县人民检察院指控，2014年4月16日17时30分左右，被告人薛某某在迭部县阿夏乡水电站项目部施工队，因为调换施工用的新旧风钻机的事情，用一根废旧钻杆将被害人雷某某左额部打伤。经鉴定雷某某的伤情为重伤二级，伤残程度属九级伤残。针对上述指控，公诉机关当庭提供了报案材料，受案登记表，提取痕迹、物证登记表，破案经过，户籍证明等书证；被害人雷某某的陈述；证人陆某某、谭某某、秦某某、兰某某的证言；被告人薛某某的供述；鉴定意见；勘验、检查笔录；物证等证据。公诉机关认为，被告人薛某某××他人身体，致人重伤，其行为触犯了《中华人民共和国刑法》××的规定，构成××罪。建议本院判处被告人薛某某××至四年。","234","","","","故意伤害","","","0","薛某某","False","36","False"
"经审理查明：2017年5月17日某时某分许，在本县某某镇某某村新建公路边，被告人赵某某父亲赵某1与被害人季某因抢夺电镐发生厮打，后闻讯赶来的被告人赵某某对季某进行殴打，致其受伤。同日，被害人季某到湟中县第一人民医院住院治疗，诊断为：头面部多处皮肤组织裂伤，头皮血肿，左手皮肤撕脱伤，全身多处软组织钝挫伤，腰1、2、3椎体左侧横突骨折，右侧第4、5肋骨骨折，右面颊伤口感染，住院治疗19天，同年6月5日出院，花去医药费16971.29元。2017年7月10日，经青海正信司法鉴定所鉴定意见为：季某其腰1、2、3椎体左侧横突骨折构成轻伤一级；其右侧颊黏膜贯通伤构成轻伤二级；其右侧第4、5、10肋骨骨折，损伤程度属轻伤二级，综合评定为轻伤一级。构成九级伤残。本案民事部分，经本院主持调解，双方达成协议，被告人赵某某赔偿被害人季某医药费、住院伙食补助费、鉴定费、误工费、交通费、护理费共计人民币60000元，已全部履行，并已得到被害人的谅解。上述事实，被告人赵某某在开庭审理过程中供认不讳，且有受案登记表，到案经过，被告人赵某某的供述与辩解，被害人季某的陈述，证人都某、罗某的证言，青海正信司法鉴定所作出的青正信司鉴所〔2017〕临检字第622号司法鉴定意见书，户籍证明，收条，谅解书等证据予以证实，足以认定。","234","","","","故意伤害","","","0","赵某某","False","12","False"
"龙游县人民检察院指控，被告人胡某与王某乙于2012年5月22日经龙游县人民法院调解离婚，但未对共同财产进行分割。2014年1月3日下午，胡某在龙游县衢龙路品成特种修理厂找到王某乙，向其索要房产证等不成，遂抓住其头发，将其拖倒在地，并用脚踢其背部、腰部，致其受伤。案发后，被告人胡某被传唤归案。经鉴定，被害人王某乙左侧第6、7、8肋骨骨折，腰3、4椎体右侧横突骨折的伤势构成轻伤。公诉机关认定，被告人胡某××他人身体，致一人轻伤，其行为已构成××罪；归案后如实供述自己的罪行。为证实上述指控，公诉机关当庭出示、宣读了相关证据材料，要求本院依照《中华人民共和国刑法》××、××××的规定追究被告人胡某的刑事责任。","234","","","","故意伤害","","","0","胡某","False","30","False"
"海城市人民检察院指控，被告人刘某某于2013年10月2日20时许，在海城市某镇某村高某某家中因琐事用拳头将高某某（男，53岁）打伤，经海城市公安局刑事科学技术鉴定：高某某双眼眶骨折、左颧骨骨折属轻伤；高某某头部损伤属轻微伤。案后，被告人刘某某投案如实供述其伤害被害人高某某的犯罪事实。","234","","","","故意伤害","","","0","刘某某","False","17","False"
"河南省兰考县人民检察院指控：2014年9月26日22时许，在兰考县南彰镇联通公司门口，被告人赵某某与本村村民袁某某因故发生矛盾，被告人赵某某用拳头将袁某某左眼致伤。经法医鉴定袁某某的人体损伤程度为轻伤二级。案发后被告人赵某某与被害人袁某某于2014年10月13日达成调解协议，一次性赔偿袁某某各项经济损失4.75万元，并取得被害人袁某某的谅解。","234","","","","故意伤害","","","0","赵某某","False","4","False"
"江门市蓬江区人民检察院指控称，2014年11月18日16时许，被告人王某翔饮酒后窜至本区荷塘镇某电器有限公司二楼楼梯处闹事，钟某生上前劝阻，被告人王某翔则徒手对钟进行殴打，致其左侧股骨粗隆间粉碎性骨折及多处皮肤擦伤。经法医鉴定，钟某生的损伤程度已达轻伤一级。检察院认为，被告人王某翔无视国家法律，××他人身体，致一人轻伤，其行为已触犯了《中华人民共和国刑法》××××的规定，应当以××罪追究其刑事责任。被告人王某翔犯罪以后如实供述自己的罪行，可以从轻处罚。建议对被告人王某翔判处一年六个月以下××或××。提请依法判处。","234","","","","故意伤害","","","0","王某翔","False","12","False"
"绍兴市上虞区人民检察院指控，2015年10月18日晚上，被告人黄某在上虞杭州湾工业园区一统针织有限公司三车间内，因上下电梯琐事与被害人邱某发生纠纷，后黄某用裁布的剪刀将邱某的右肋部、右腰部刺伤，致邱某肝破裂、腹腔内出血、膈肌破裂、气胸、创伤性湿肺。经鉴定，邱某的伤势构成重伤二级。案发后，被告人黄某向公安机关投案，如实供述了自己的犯罪事实。","234","","","","故意伤害","","","0","黄某","False","26","False"
"河南省郑州市管城回族区人民检察院指控，2015年8月22日21时许，被告人王1某在郑州市管城回族区紫荆山路与航海路交叉口附近因租车费用问题与大巴司机被害人于某某发生口角并厮打，期间，王1某用拳头击打于某某眼部和面部等处，造成于某某头面部外伤致右侧额骨骨折及左眼眶下壁骨折，经郑州市公安局物证鉴定所法医学人体损伤程度鉴定书鉴定，其损伤程度均已构成轻伤二级。2015年10月21日，王1某因与被害人协商赔偿未果，经传唤到郑州市公安局二里岗分局，归案后始终如实供述上述犯罪事实。针对上述指控，公诉机关提供了被告人王1某的供述，被害人于某某的陈述，证人证言，书证、物证，郑州市公安局物证鉴定所法医学人体损伤程度鉴定书等证据。提请本院依照《中华人民共和国刑法》××××的规定，以××罪对被告人王1某判处刑罚。附带民事诉讼原告人于某某要求被告人赔偿其医疗费7312.5元、误工费26000元、护理费1450元、伙食补助费820元、营养费2000元、交通费300元、法医鉴定费260元、以上共计38142.5元。并提供了郑州市第一人民医院出院证、医疗费票据等证据。","234","","","","故意伤害","","","0","王1某","False","20","False"
"公诉机关指控，2016年5月18日下午5点多，在泌阳县泰山庙镇××村委××北地，因麦地边界问题，岗李村委岗李村的张某乙与孙某甲发生吵骂，继而双方互相厮打，张某乙将孙某甲的头发拽掉一绺并将孙某甲的左手背咬流血，孙某甲拽张某乙头发并将张某乙的右眼上边咬流血。随后，张某乙的儿子李某甲朝孙某甲的丈夫李某乙的左胸部下边打了两拳。经鉴定，张某乙的损伤构成轻伤二级。公诉机关当庭出示了被告人供述和辩解、被害人陈述、证人证言、鉴定意见、到案经过等证据，公诉机关认为被告人孙某甲的行为触犯了《中华人民共和国刑法》××××之规定，已构成××罪，请求依法判处。","234","","","","故意伤害","","","0","孙某甲","False","12","False"
"经审理查明，2014年1月13日上午，因债务纠纷，王某甲、王某乙父子将正在佳力工艺品厂的佳敏工艺品厂员工冯某和周某乙所驾驶的浙j×××××汽车拦住。佳敏工艺品厂员工屈某乙、高某、屈某甲、被告人汪某等人于当日10时33分许走到该车旁殴打王某甲、王某乙后离开，被告人汪某将被害人王某甲的鼻部打伤。经人体法医学损伤程度鉴定，被害人王某甲的鼻部构成轻伤二级，王某乙构成轻微伤。2014年3月6日，被告人汪某主动到公安机关投案并如实供述自己的犯罪事实。在审理过程中，被告人汪某与被害人王某甲、王某乙达成调解协议，赔偿了被害人王某甲、王某乙经济损失人民币10万某（包括货款12500元，款项已经当场付清），并取得了被害人的谅解。上述事实，被告人汪某在开庭审理过程中亦无异议，且有户籍证明、行政处罚决定书、通话记录、工资表，归案经过，情况说明，证人冯某、陈某甲、周某甲、高某、屈某甲、周某乙、屈某乙、陈某乙等人的证言，被害人王某甲、王某乙的陈述，被告人汪某的供述，法医学人体损伤程度鉴定书，辨认笔录及照片、现场图及照片，视听资料，调解协议、收条、谅解书等证据证实，足以认定。","234","","","","故意伤害","","","0","汪某","False","6","False"
"经审理查明，被告人还某于2016年8月3日17时许，在共和县倒淌河镇青藏路“如意综合商店”门口，将自己女朋友增某带走时，遭到增某母亲羊某阻拦，发生争执，在争执过程中被告人还某从地上捡起砖块将羊某小臂打伤。经青海省海南藏族自治州人民医院司法鉴定所损伤程度青海南医司鉴所（2016）临检字第01号司法鉴定意见书鉴定，羊某左侧尺骨骨折目前已构成轻伤二级。另查明：1、案发后被告人还某赔偿了被害人羊某医药费4800元，并对自己的打人行为表示忏悔，被害人羊某对被告人的行为予以了谅解，请求法院对被告人还某从轻处罚。2、本案案件起因系被害人先动手打被告人引起的，被害人对矛盾激化负有一定的责任。3、被告人还某曾因犯抢劫罪，于2011年5月25日被青海省海晏县人民法院判处××，并处罚金2000元，于2013年12月28日刑满释放。上述事实，被告人在开庭审理中亦无异议，且有报案材料、到案经过、户籍证明、被害人陈述、证人证言、现场勘验、检查笔录、被告人的供述与辩解、鉴定意见书、谅解书、收条、青海省海晏县人民法院判决书、释放证明等证据证实，本院予以确认。","234","234","","","故意伤害","","","0","还某","False","11","False"
"公诉机关指控：2015年3月21日22时许，被告人朱某在本市白云区石井街张村风度里34号其家中，因家庭矛盾激化而殴打妻子梁某某，期间，朱某脚踢梁左胸部，致梁受伤。经法医鉴定，梁某某左侧6-8肋骨骨折，符合钝性外力作用的特点，损伤程度为轻伤二级。为了证实指控的犯罪事实，公诉机关随案移送了鉴定意见、被害人陈述、证人证言、被告人供述等证据。根据上述的事实和证据，公诉机关认为，被告人朱某××他人身体，致一人轻伤，其行为已触犯了《中华人民共和国刑法》××××之规定，应以××罪追究其刑事责任。朱某犯罪后自首，可以从轻处罚。提请本院依法判处。","234","","","","故意伤害","","","0","朱某","False","12","False"
"经审理查明，2015年4月12日21时许，被告人孙某牟与朋友在栖霞市桃村镇“佳美”烧烤店就餐时，因琐事与在该店就餐后准备离开的李1某、高某、吕某等人在该店门口处发生争执，后孙某牟持一只仿左轮手枪式打火机将李1某、高某、吕某头面部打伤。经栖霞市公安局法医鉴定：李1某右眼部损伤属轻伤一级，高某头部损伤属轻微伤，吕某头部损伤属轻微伤。另查明，案发后被告人与被害人就本案民事部分自行达成赔偿谅解协议。上述事实，有公诉机关向法庭提交的抓获经过、户籍信息等书证，证人证言，被害人陈述，被告人的供述与辩解，辨认笔录，法医学人体损伤程度鉴定意见等证据予以证实，并经庭审质证、认证，足以认定。","234","","","","故意伤害","","","0","孙某牟","False","17","False"
"经审理查明：2011年3月15日晚，万某、万某某、吴某、张某某（均已判刑）四人在铜仁宝鑫酒店门口遇见之前与万某等人发生过矛盾的被害人刘某某，遂将刘某某强行带上一辆轿车拉至铜仁市商业大道的辣蹦KTV内问怎么解决，被告人杨某及聂某、张1某、陈某（均已判刑）也在辣蹦KTV里，聂某用酒瓶砸刘某某，没有砸着。之后，万某抓住刘某某的头发将刘某某拉出辣蹦KTV，万某、万某某、张某某、吴某、聂某将刘某某强行推上车拉到铜仁市郊区天云山公墓后面，被告人杨某与张1某、陈某也赶到天云山，几被告人要刘某某讲清楚，并叫刘某某脱下衣服裤子蹲在地上，随后万某、张某某用刀各砍刘某某背部一刀，聂某用刀背砍刘某某头部一刀，几人围住刘某某对其拳打脚踢，被告人杨某用木棍打被害人刘某某背部，万某某、吴某用皮带抽被害人刘某某，几人对刘某某边打边骂，被害人刘某某惨叫求饶也不肯罢休。被告人杨某等看见被害人刘某某头部及身上出血后即离开，但怕离开后刘某某打电话报警将刘某某的电话搜出摔在看不见的乱草地后开车逃离现场。几人下山后怕刘某某死在山上，经商量后由万某某给瞿某某打电话，告知瞿某某、刘某某在天云山叫瞿去接，瞿到天云山后因其朋友已先乘出租车到天云山找到被害人刘某某，出租车司机报案后，公安干警赶到将被害人刘某某送往医院救治。之后，万某某又打电话询问瞿某某，在得知刘某某已送医院后被告人杨某等人即各自回家。经铜仁地区第二人民医院法医司法鉴定所鉴定，被害人刘某某开放性颅脑损伤属重伤，右大腿外下部、右上臂、左肩胛部、左侧颞顶多处软组织裂伤属轻伤。经铜仁地区第二人民医院法医司法鉴定所鉴定，被害人刘某某的损伤定九级伤残。另查明，2015年7月15日，被告人杨某到铜仁市公安局碧江分局投案，并如实供述了伤害刘某某的事实。经本院调解，被告人杨某赔偿被害人刘某某各项损失人民币2万元，并取得被害人刘某某的谅解。上述事实，被告人杨某在庭审过程中亦无异议，并有经庭审质证的铜仁地区第二人民医院法医司法鉴定所铜地二医司法鉴定所[2011]临鉴字第018号、第076号刘某某损伤程度、伤残等级鉴定意见书，原铜仁市（县级）人民法院（2011）铜刑初字第202号判决书，铜仁市公安局碧江分局出具的到案情况说明，证人刘某甲、瞿某某的证言，被害人刘某某的陈述及出具的收条，同案犯陈某、聂某对被告人杨某的照片的辩认笔录，同案犯万某、万某某、聂某、吴某、陈某、张1某的供述，被告人杨某的供述等证据证实，足以认定。","234","","","","故意伤害","","","0","杨某","False","22","False"
"广西壮族自治区三江侗族自治县人民检察院指控，2013年9月19日农历中秋节晚上，被告人兰某与熊某、曹某、梁某（均另案处理）等人与本寨一帮青年人在三江县某某乡某某村某某屯的“某地”（地名）烧烤、喝酒。当晚23时许，兰某、熊某、曹某三人相约到三江县城玩耍，曹某将其驾驶的微型车停放在某某村某某屯熊某家巷口的寨边公路处，等待兰某、熊某二人回家换衣服时，与从塘库街回坡某村的贾某、莫某丁某驾驶的桂B×××××五菱之光微型车会车，因路窄双方均不愿主动退让，熊某从家中出来后即与贾某争吵，争吵中熊某打了贾某一拳，莫某丁某上前欲拦挡，被到场的兰某拿牛角刀指着莫某丁某进行威胁。贾某、莫某丁某见状就倒车退让，改走另一道路回坡某村。时隔不久，熊某、兰某、曹某认为对方会前来报复而召集梁某等某某村某某屯20余人持刀、棒等器械聚集在某某村某某屯铁路桥底三岔路口处，横放木头在公路作路障守候。2013年9月20日凌晨1时许，在某某乡坡某村竹某屯烧烤、喝酒后的李某丁、贾某、莫某丁某、莫某丁、莫某甲等8人驾驶贾某的桂B×××××五菱之光微型车准备上县城玩耍，当车辆行驶到某某村某某屯铁路桥桥底三岔路口时见状即停车，李某丁、贾某、莫某丁、莫某甲四人下车欲查问情况，被守候在该处的兰某、梁某、熊某、曹某等20余人冲上来用刀、木棒等器械实施殴打，并对停下来的五菱车车身、车玻璃进行打砸和对车内人员进行殴打。李某丁当场被打昏倒在地上；贾某被殴打后往三柳高速钢便桥逃跑；莫某丁、莫某甲被追打掉入河中，从河中游往三柳高速钢便桥底躲藏；坐在驾驶室的莫某丁某驾车带车上的人员冲过路障逃往塘库贮木场方向躲藏。被告人兰某往钢便桥追贾某返回时，持刀将被打昏倒在地上的李某丁左腹部捅了两刀。李某丁之后被闻讯赶来的同寨村民送三江县人民院抢救。经三江县公安局法医鉴定，李某丁腹部损伤程度评定为重伤，左小腿、躯干部、左手腕之损伤程度均评定为轻伤，头部、面部所受损伤程度均评定为轻微伤；贾某左手腕部外缘之损伤程度评定为轻微伤；莫某丁某躯干部之损伤程度评定为轻微伤，右面部损伤未达轻微伤；莫某丁左腰背部之损伤评定为轻微伤。经三江县价格认证中心估价鉴定，贾某的桂B×××××五菱之光微型车的损毁损失价值为人民币1470元。为此为此公诉机关当庭出示、宣读以下证据证实：1、物证；2、书证；3、证人证言；4、被害人陈述；5、被告人的供述与辩解；6、鉴定意见；7、勘验、检查、辨认等笔录等。公诉机关认为，被告人兰某随意殴打他人，任意损毁他人财物，其行为已触犯了《中华人民共和国刑法》××之规定，犯罪事实清楚，证据确实、充分，应当以××罪追究其刑事责任。被告人兰某持刀××他人身体，致人重伤，其行为还触犯了《中华人民共和国刑法》××××之规定，犯罪事实清楚，证据确实、充分，应当以××罪追究其刑事责任。根据《中华人民共和国刑事诉讼法》××的规定，提请本院依法判处。","234","293","","","故意伤害","寻衅滋事","","0","兰某","False","54","False"
"经审理查明：2014年9月10日晚，被告人何某在嘉兴市经济技术开发区城南街道嘉兴市医学院门口因争抢摊位，与徐某甲、孙某发生争执。期间，被告人何某用开水泼向徐某甲、孙某、徐某乙，致被害人徐某甲面颈部、胸部、背部及左肩部大面积二度烫伤；被害人孙某面颈部及左胸部烫伤；被害人徐某乙左肩皮肤一度烫伤。经鉴定，被害人徐某甲的伤势为轻伤二级；被害人孙某、徐某乙的伤势属轻微伤范围。案发后，被告人何某明知他人报警仍在现场等候民警处警。在案件审理过程中，被告人何某家属代为赔偿被害人徐某甲经济损失10000元。赔偿被害人孙某、徐某乙经济损失7000元。三被害人对何某的行为表示谅解。上述事实，被告人何某在开庭审理过程中亦无异议，并有经当庭质证的受案登记表，扣押物品清单，赔偿协议，谅解书，收条，刑事判决书，抓获经过，情况说明，证人冯某、胡某、薛某证言，被害人孙某、徐某甲、徐某乙陈述，司法鉴定意见书，检查笔录，辨认笔录及照片等证据予以证实，足以认定。","234","","","","故意伤害","","","0","何某","False","14","False"
"道县人民检察院指控被告人程某某2013年7月4日10时许，因先前琐事纠纷，被告人程某某持刀赶到被害人程某清家中，将被害人程某清右额部、颈部、双肩部等处砍伤。当日16时许，被告人程某某向公安机关投案，并如实供述了自己的犯罪行为。经司法鉴定所鉴定，被害人程某清的损伤程度为：轻伤（甲级）。2013年9月29日被告人程某某与被害人程某清达成了调解协议，赔偿了被害人程某清的医药费等经济损失21000元，取得被害人程某清的谅解。认为被告人程某某的行为已构成××罪，提请本院依照《中华人民共和国刑法》××之规定予以判处，并建议在一至六个月之间量刑。","234","","","","故意伤害","","","0","程某某","False","4","False"
"经审理查明，2014年1月12日下午1时许，被告人李某某与刘某甲因琐事发生争吵，晚6时许李某某和孙某某在一起吃饭，孙某某获悉李某某与刘某甲的矛盾，晚9时许在李某某不知情的情况下孙某某到刘某甲家中，劝说刘某甲与李某某和好，后李某某也赶到刘某甲家，李某某与刘某甲又发生争吵，孙某某将刘某甲推倒在炕上并将刘某甲压在身下，李某某殴打刘某甲致其右耳鼓膜穿孔。刘某甲的伤情经唐山市公安局物证鉴定所鉴定为轻伤贰级。上述事实，被告人李某某在开庭审理过程中均无异议，且有受案登记表；证人刘某乙的证言材料；被害人刘某甲的陈述材料；证人孙某某的证言材料；法医学人体损伤程度鉴定书及伤情照片；告知笔录；辨认笔录；前科材料；到案说明；情况说明；和解材料；被告人李某某的供述及辩解材料、户籍证明及现实表现材料等证据证实，足以认定。","234","","","","故意伤害","","","0","李某某","False","18","False"
"经审理查明，2014年6月28日零时许，被告人田某在温州市瓯海区仙岩街道盛丰路“温州妮友缘鞋厂”员工宿舍407室内，因琐事与室友即被害人康某发生争吵并相互踢打。期间，被告人田某用脚踢伤被害人康某腹部。经鉴定，被害人康某被他人踢伤腹部致小肠全层破裂并行手术治疗，其损伤程度为重伤二级。案发后，被告人田某已赔偿被害人康某医疗费5344元。审理中，被告人田某与被害人康某达成赔偿协议，被告人田某又赔偿被害人康某各项经济损失共计3万元，且已履行完毕并获得谅解。上述事实，被告人田某在开庭审理过程中亦无异议，且有被害人康某的陈述，证人彭某、杨某、李某、姜某的证言，归案情况说明，检查笔录及照片，法医学人体损伤程度鉴定书，调解协议书及收条，被告人的身份证明材料等证据证实，足以认定。","234","","","","故意伤害","","","0","田某","False","36","False"
"孝义市人民检察院指控：2013年10月31日17时许，在孝义市安溪铁观音茶叶店南边（长春大酒店南边）停车场，因高某停放的汽车拦住任某甲轿车的出路，任某甲便将高某汽车的左前轮放了气。高某见状便同任某甲争执并发生撕打。随后，任某甲电话告知任某乙，任某乙在赶往现场的过程中又告知被告人王某甲去现场处理此事。任某乙赶到现场后，和余某乙二人一起进入长春酒店附近的安溪铁观音茶叶店内谈论此事。在二人谈话的过程中，双方人员发生互殴，被告人王某甲从车上拿出其携带的武术表演刀冲入店内，在被告人王某甲挥刀乱舞的过程中将吴某致伤。经孝义市公安司法鉴定中心鉴定，被害人吴某面部创口累计长度达6.2cm，评定为轻伤。上述事实，有法医鉴定，扣押及调取证据清单，证人证言，被告人王某甲的供述和辩解等证据证实。被告人王某甲××他人身体，致人轻伤，其行为应当以××罪追究其刑事责任，请依法判处。","234","","","","故意伤害","","","0","王某甲","False","12","False"
"经审理查明，因被告人王2某的丈夫李某与被害人解某的儿子发生交通事故致解某的儿子死亡，经郯城县人民法院判决后，赔偿一直未予支付，被害人解某及其长子侯某一直在被告人王2某位于高峰头镇蒲汪二村的家×××住×××，被告人王2某因琐事与解某母子发生争执，后双方相互打斗，在打斗过程中，被告人王2某用棍子将被害人解某的上唇捣致开放性外伤，经鉴定，被害人解某的损伤构成轻伤二级。本案民事赔偿部分已和解。上述事实，被告人王2某在开庭审理过程中亦无异议，并有被告人的原供述，被害人解某的陈述，证人李某、戈某等人的证言，鉴定意见，抓获经过、接处警登记表、受案登记表、立案决定书、户籍信息、调解协议书、谅解书、收到条等证据证实，足以认定。","234","","","","故意伤害","","","0","王2某","False","10","False"
"公诉机关指控，2015年4月14日下午，在巩义市北山口镇后寺河动物园四号坝工地附近，被告人邰某和崔某（已判决）因琐事将被害人许某殴打致伤。经巩义市公安局刑事科学技术室法医学人体损伤程度鉴定书鉴定，许某的损伤因外伤致胸骨骨折，左胸气胸，肺萎缩在30%以上，已构成轻伤一级。被告人邰某于2016年8月11日到巩义市公安局投案。","234","","","","故意伤害","","","0","邰某","False","6","False"
"重庆市沙坪坝区人民检察院指控，2015年9月6日，被告人张某在沙坪坝区某大学C区一教楼下水池，因阻止被害人彭某某及其孙女捞鱼与其发生口角，继而发生打斗，张某将彭某某脸部打伤，并将彭某某推倒在水池内，导致彭某某右膝盖受伤。经鉴定，彭某某的损伤程度系轻伤。公诉机关指控的证据有被害人陈述、证人证言及鉴定意见等，公诉机关据此认定被告人张某的行为已构成××罪，应当依照《中华人民共和国刑法》××之规定定罪处罚，建议对被告人张某判处××至一年六个月。","234","","","","故意伤害","","","0","张某","False","6","False"
